Fecha & Hora;PM10 (ug/m3);SO2  (ug/m3);Vel Viento  (m/s);Dir Viento (Grados);Temperatura (C°);Humedad (%)
06/27/2014 16:00;28,2;ND;ND;ND;ND;ND
06/27/2014 17:00;15,1;ND;ND;ND;ND;ND
06/27/2014 18:00;16,7;ND;ND;ND;ND;ND
06/27/2014 19:00;14,5;ND;ND;ND;ND;ND
06/27/2014 20:00;14,6;ND;ND;ND;ND;ND
06/27/2014 21:00;11,2;ND;ND;ND;ND;ND
06/27/2014 22:00;12,2;ND;ND;ND;ND;ND
06/27/2014 23:00;50,9;ND;ND;ND;ND;ND
06/28/2014 00:00;68;ND;ND;ND;ND;ND
06/28/2014 01:00;37,3;ND;ND;ND;ND;ND
06/28/2014 02:00;31,2;ND;ND;ND;ND;ND
06/28/2014 03:00;29,3;ND;ND;ND;ND;ND
06/28/2014 04:00;27,5;ND;ND;ND;ND;ND
06/28/2014 05:00;34;ND;ND;ND;ND;ND
06/28/2014 06:00;29,6;ND;ND;ND;ND;ND
06/28/2014 07:00;30,6;ND;ND;ND;ND;ND
06/28/2014 08:00;37,2;ND;ND;ND;ND;ND
06/28/2014 09:00;45,2;ND;ND;ND;ND;ND
06/28/2014 10:00;44,2;ND;ND;ND;ND;ND
06/28/2014 11:00;39,3;ND;ND;ND;ND;ND
06/28/2014 12:00;36,8;ND;ND;ND;ND;ND
06/28/2014 13:00;37,2;ND;ND;ND;ND;ND
06/28/2014 14:00;37,2;ND;ND;ND;ND;ND
06/28/2014 15:00;45,7;ND;ND;ND;ND;ND
06/28/2014 16:00;52,3;ND;ND;ND;ND;ND
06/28/2014 17:00;52,7;ND;ND;ND;ND;ND
06/28/2014 18:00;51,6;ND;ND;ND;ND;ND
06/28/2014 19:00;51,6;ND;ND;ND;ND;ND
06/28/2014 20:00;34,8;ND;ND;ND;ND;ND
06/28/2014 21:00;53,9;ND;ND;ND;ND;ND
06/28/2014 22:00;42,7;ND;ND;ND;ND;ND
06/28/2014 23:00;57,8;ND;ND;ND;ND;ND
06/29/2014 00:00;36,5;ND;ND;ND;ND;ND
06/29/2014 01:00;68,3;ND;ND;ND;ND;ND
06/29/2014 02:00;70,3;ND;ND;ND;ND;ND
06/29/2014 03:00;68,5;ND;ND;ND;ND;ND
06/29/2014 04:00;46,5;ND;ND;ND;ND;ND
06/29/2014 05:00;57,2;ND;ND;ND;ND;ND
06/29/2014 06:00;47,5;ND;ND;ND;ND;ND
06/29/2014 07:00;53,8;ND;ND;ND;ND;ND
06/29/2014 08:00;61,4;ND;ND;ND;ND;ND
06/29/2014 09:00;69,1;ND;ND;ND;ND;ND
06/29/2014 10:00;70,3;ND;ND;ND;ND;ND
06/29/2014 11:00;56,6;ND;ND;ND;ND;ND
06/29/2014 12:00;30,6;ND;ND;ND;ND;ND
06/29/2014 13:00;45;ND;ND;ND;ND;ND
06/29/2014 14:00;59,2;ND;ND;ND;ND;ND
06/29/2014 15:00;51,2;ND;ND;ND;ND;ND
06/29/2014 16:00;25,6;ND;ND;ND;ND;ND
06/29/2014 17:00;22,7;ND;ND;ND;ND;ND
06/29/2014 18:00;22,1;ND;ND;ND;ND;ND
06/29/2014 19:00;20,7;ND;ND;ND;ND;ND
06/29/2014 20:00;15;ND;ND;ND;ND;ND
06/29/2014 21:00;12,1;ND;ND;ND;ND;ND
06/29/2014 22:00;12;ND;ND;ND;ND;ND
06/29/2014 23:00;23,3;ND;ND;ND;ND;ND
06/30/2014 00:00;35,4;ND;ND;ND;ND;ND
06/30/2014 01:00;36,8;ND;ND;ND;ND;ND
06/30/2014 02:00;38,7;ND;ND;ND;ND;ND
06/30/2014 03:00;16,7;ND;ND;ND;ND;ND
06/30/2014 04:00;11;ND;ND;ND;ND;ND
06/30/2014 05:00;25,4;ND;ND;ND;ND;ND
06/30/2014 06:00;12,8;ND;ND;ND;ND;ND
06/30/2014 07:00;24,4;ND;ND;ND;ND;ND
06/30/2014 08:00;19;ND;ND;ND;ND;ND
06/30/2014 09:00;32,3;ND;ND;ND;ND;ND
06/30/2014 10:00;32,6;ND;ND;ND;ND;ND
06/30/2014 11:00;27,3;ND;ND;ND;ND;ND
06/30/2014 12:00;23,7;ND;ND;ND;ND;ND
06/30/2014 13:00;27,7;ND;ND;ND;ND;ND
06/30/2014 14:00;23,9;ND;ND;ND;ND;ND
06/30/2014 15:00;30,5;ND;ND;ND;ND;ND
06/30/2014 16:00;26,5;ND;ND;ND;ND;ND
06/30/2014 17:00;23,8;ND;ND;ND;ND;ND
06/30/2014 18:00;17,4;ND;ND;ND;ND;ND
06/30/2014 19:00;15,4;ND;ND;ND;ND;ND
06/30/2014 20:00;13,5;ND;ND;ND;ND;ND
06/30/2014 21:00;13,5;ND;ND;ND;ND;ND
06/30/2014 22:00;8,8;ND;ND;ND;ND;ND
06/30/2014 23:00;8,7;ND;ND;ND;ND;ND
41646;37,8;ND;ND;ND;ND;ND
41646,04167;31,5;ND;ND;ND;ND;ND
41646,08333;37,6;ND;ND;ND;ND;ND
41646,125;21,5;ND;ND;ND;ND;ND
41646,16667;20,4;ND;ND;ND;ND;ND
41646,20833;25,2;ND;ND;ND;ND;ND
41646,25;24,9;ND;ND;ND;ND;ND
41646,29167;35,1;ND;ND;ND;ND;ND
41646,33333;47,6;ND;ND;ND;ND;ND
41646,375;61,4;ND;ND;ND;ND;ND
41646,41667;65,6;ND;ND;ND;ND;ND
41646,45833;49,8;ND;ND;ND;ND;ND
41646,5;45,2;ND;ND;ND;ND;ND
41646,54167;48,2;ND;ND;ND;ND;ND
41646,58333;49,1;ND;ND;ND;ND;ND
41646,625;44,1;ND;ND;ND;ND;ND
41646,66667;55,9;ND;ND;ND;ND;ND
41646,70833;26,9;ND;ND;ND;ND;ND
41646,75;17,4;ND;ND;ND;ND;ND
41646,79167;13,2;ND;ND;ND;ND;ND
41646,83333;8,3;ND;ND;ND;ND;ND
41646,875;8,9;ND;ND;ND;ND;ND
41646,91667;11,6;ND;ND;ND;ND;ND
41646,95833;14,4;ND;ND;ND;ND;ND
41677;33,9;ND;ND;ND;ND;ND
41677,04167;37,6;ND;ND;ND;ND;ND
41677,08333;43;ND;ND;ND;ND;ND
41677,125;15,5;ND;ND;ND;ND;ND
41677,16667;15,2;ND;ND;ND;ND;ND
41677,20833;17,5;ND;ND;ND;ND;ND
41677,25;33;ND;ND;ND;ND;ND
41677,29167;26,3;ND;ND;ND;ND;ND
41677,33333;21,8;ND;ND;ND;ND;ND
41677,375;28,4;ND;ND;ND;ND;ND
41677,41667;27,1;ND;ND;ND;ND;ND
41677,45833;22,1;ND;ND;ND;ND;ND
41677,5;23;ND;ND;ND;ND;ND
41677,54167;23,7;ND;ND;ND;ND;ND
41677,58333;23,7;ND;ND;ND;ND;ND
41677,625;18,8;ND;ND;ND;ND;ND
41677,66667;21;ND;ND;ND;ND;ND
41677,70833;24;ND;ND;ND;ND;ND
41677,75;28,9;ND;ND;ND;ND;ND
41677,79167;37,6;ND;ND;ND;ND;ND
41677,83333;10,4;ND;ND;ND;ND;ND
41677,875;20,5;ND;ND;ND;ND;ND
41677,91667;32,1;ND;ND;ND;ND;ND
41677,95833;34,7;ND;ND;ND;ND;ND
41705;23;ND;ND;ND;ND;ND
41705,04167;25,9;ND;ND;ND;ND;ND
41705,08333;19,4;ND;ND;ND;ND;ND
41705,125;19,8;ND;ND;ND;ND;ND
41705,16667;19,1;ND;ND;ND;ND;ND
41705,20833;20,2;ND;ND;ND;ND;ND
41705,25;24,4;ND;ND;ND;ND;ND
41705,29167;32,3;ND;ND;ND;ND;ND
41705,33333;45,7;ND;ND;ND;ND;ND
41705,375;52,8;ND;ND;ND;ND;ND
41705,41667;100,2;ND;ND;ND;ND;ND
41705,45833;100,2;ND;ND;ND;ND;ND
41705,5;70,5;ND;ND;ND;ND;ND
41705,54167;55,3;ND;ND;ND;ND;ND
41705,58333;54,9;ND;ND;ND;ND;ND
41705,625;58,4;ND;ND;ND;ND;ND
41705,66667;33;ND;ND;ND;ND;ND
41705,70833;15,2;ND;ND;ND;ND;ND
41705,75;16,3;ND;ND;ND;ND;ND
41705,79167;11,1;ND;ND;ND;ND;ND
41705,83333;13,4;ND;ND;ND;ND;ND
41705,875;6,7;ND;ND;ND;ND;ND
41705,91667;20,1;ND;ND;ND;ND;ND
41705,95833;34,3;ND;ND;ND;ND;ND
41736;38;ND;ND;ND;ND;ND
41736,04167;25,5;ND;ND;ND;ND;ND
41736,08333;21,6;ND;ND;ND;ND;ND
41736,125;32,6;ND;ND;ND;ND;ND
41736,16667;30,4;ND;ND;ND;ND;ND
41736,20833;25,3;ND;ND;ND;ND;ND
41736,25;28,7;ND;ND;ND;ND;ND
41736,29167;37,5;ND;ND;ND;ND;ND
41736,33333;50,6;ND;ND;ND;ND;ND
41736,375;70,1;ND;ND;ND;ND;ND
41736,41667;68,7;ND;ND;ND;ND;ND
41736,45833;46,2;ND;ND;ND;ND;ND
41736,5;35,5;ND;ND;ND;ND;ND
41736,54167;35,6;ND;ND;ND;ND;ND
41736,58333;32,1;ND;ND;ND;ND;ND
41736,625;32,7;ND;ND;ND;ND;ND
41736,66667;30;ND;ND;ND;ND;ND
41736,70833;17,2;ND;ND;ND;ND;ND
41736,75;6,2;ND;ND;ND;ND;ND
41736,79167;11,3;ND;ND;ND;ND;ND
41736,83333;15,2;ND;ND;ND;ND;ND
41736,875;12;ND;ND;ND;ND;ND
41736,91667;29,6;ND;ND;ND;ND;ND
41736,95833;34;ND;ND;ND;ND;ND
41766;38,6;ND;ND;ND;ND;ND
41766,04167;27,1;ND;ND;ND;ND;ND
41766,08333;24,3;ND;ND;ND;ND;ND
41766,125;24,3;ND;ND;ND;ND;ND
41766,16667;23,7;ND;ND;ND;ND;ND
41766,20833;23,7;ND;ND;ND;ND;ND
41766,25;26,5;ND;ND;ND;ND;ND
41766,29167;33,6;ND;ND;ND;ND;ND
41766,33333;40,1;ND;ND;ND;ND;ND
41766,375;52,9;ND;ND;ND;ND;ND
41766,41667;44,8;ND;ND;ND;ND;ND
41766,45833;33;ND;ND;ND;ND;ND
41766,5;36;ND;ND;ND;ND;ND
41766,54167;33,2;ND;ND;ND;ND;ND
41766,58333;41,1;ND;ND;ND;ND;ND
41766,625;64,3;ND;ND;ND;ND;ND
41766,66667;62,9;ND;ND;ND;ND;ND
41766,70833;13,5;ND;ND;ND;ND;ND
41766,75;7,1;ND;ND;ND;ND;ND
41766,79167;30,1;ND;ND;ND;ND;ND
41766,83333;9,2;ND;ND;ND;ND;ND
41766,875;9,2;ND;ND;ND;ND;ND
41766,91667;21,2;ND;ND;ND;ND;ND
41766,95833;35,9;ND;ND;ND;ND;ND
41797;39,1;ND;ND;ND;ND;ND
41797,04167;40;ND;ND;ND;ND;ND
41797,08333;35,6;ND;ND;ND;ND;ND
41797,125;34,2;ND;ND;ND;ND;ND
41797,16667;43,6;ND;ND;ND;ND;ND
41797,20833;33;ND;ND;ND;ND;ND
41797,25;37,3;ND;ND;ND;ND;ND
41797,29167;47,6;ND;ND;ND;ND;ND
41797,33333;48,3;ND;ND;ND;ND;ND
41797,375;43;ND;ND;ND;ND;ND
41797,41667;46,3;ND;ND;ND;ND;ND
41797,45833;35,8;ND;ND;ND;ND;ND
41797,5;30,9;ND;ND;ND;ND;ND
41797,54167;21,9;ND;ND;ND;ND;ND
41797,58333;23,6;ND;ND;ND;ND;ND
41797,625;15,9;ND;ND;ND;ND;ND
41797,66667;19,4;ND;ND;ND;ND;ND
41797,70833;9,3;ND;ND;ND;ND;ND
41797,75;9,3;ND;ND;ND;ND;ND
41797,79167;10,1;ND;ND;ND;ND;ND
41797,83333;11,3;ND;ND;ND;ND;ND
41797,875;20,8;ND;ND;ND;ND;ND
41797,91667;34,1;ND;ND;ND;ND;ND
41797,95833;31,7;ND;ND;ND;ND;ND
41827;55,9;ND;ND;ND;ND;ND
41827,04167;33,5;ND;ND;ND;ND;ND
41827,08333;28,8;ND;ND;ND;ND;ND
41827,125;26;ND;ND;ND;ND;ND
41827,16667;22;ND;ND;ND;ND;ND
41827,20833;21,7;ND;ND;ND;ND;ND
41827,25;23,4;ND;ND;ND;ND;ND
41827,29167;34,6;ND;ND;ND;ND;ND
41827,33333;49,5;ND;ND;ND;ND;ND
41827,375;53,9;ND;ND;ND;ND;ND
41827,41667;46,1;ND;ND;ND;ND;ND
41827,45833;29,8;ND;ND;ND;ND;ND
41827,5;31,7;ND;ND;ND;ND;ND
41827,54167;40,2;ND;ND;ND;ND;ND
41827,58333;51,3;ND;ND;ND;ND;ND
41827,625;50,1;ND;ND;ND;ND;ND
41827,66667;54;ND;ND;ND;ND;ND
41827,70833;28,9;ND;ND;ND;ND;ND
41827,75;21,8;ND;ND;ND;ND;ND
41827,79167;19,4;ND;ND;ND;ND;ND
41827,83333;17,9;ND;ND;ND;ND;ND
41827,875;19,2;ND;ND;ND;ND;ND
41827,91667;20,5;ND;ND;ND;ND;ND
41827,95833;45,5;ND;ND;ND;ND;ND
41858;56,5;ND;ND;ND;ND;ND
41858,04167;38;ND;ND;ND;ND;ND
41858,08333;33,2;ND;ND;ND;ND;ND
41858,125;33,3;ND;ND;ND;ND;ND
41858,16667;35,5;ND;ND;ND;ND;ND
41858,20833;40,8;ND;ND;ND;ND;ND
41858,25;37;ND;ND;ND;ND;ND
41858,29167;41,4;ND;ND;ND;ND;ND
41858,33333;48,7;ND;ND;ND;ND;ND
41858,375;64,4;ND;ND;ND;ND;ND
41858,41667;55,2;ND;ND;ND;ND;ND
41858,45833;37,7;ND;ND;ND;ND;ND
41858,5;37,7;ND;ND;ND;ND;ND
41858,54167;30,6;ND;ND;ND;ND;ND
41858,58333;38;ND;ND;ND;ND;ND
41858,625;33,7;ND;ND;ND;ND;ND
41858,66667;27,2;ND;ND;ND;ND;ND
41858,70833;47,1;ND;ND;ND;ND;ND
41858,75;28,5;ND;ND;ND;ND;ND
41858,79167;22,8;ND;ND;ND;ND;ND
41858,83333;21,1;ND;ND;ND;ND;ND
41858,875;15,5;ND;ND;ND;ND;ND
41858,91667;13,9;ND;ND;ND;ND;ND
41858,95833;28,2;ND;ND;ND;ND;ND
41889;63,7;ND;ND;ND;ND;ND
41889,04167;37,1;ND;ND;ND;ND;ND
41889,08333;31,7;ND;ND;ND;ND;ND
41889,125;30,6;ND;ND;ND;ND;ND
41889,16667;40,7;ND;ND;ND;ND;ND
41889,20833;43,9;ND;ND;ND;ND;ND
41889,25;30;ND;ND;ND;ND;ND
41889,29167;36,2;ND;ND;ND;ND;ND
41889,33333;48,9;ND;ND;ND;ND;ND
41889,375;67,2;ND;ND;ND;ND;ND
41889,41667;91,1;ND;ND;ND;ND;ND
41889,45833;57,5;ND;ND;ND;ND;ND
41889,5;64,7;ND;ND;ND;ND;ND
41889,54167;58,1;ND;ND;ND;ND;ND
41889,58333;45,1;ND;ND;ND;ND;ND
41889,625;33,4;ND;ND;ND;ND;ND
41889,66667;44,9;ND;ND;ND;ND;ND
41889,70833;27,6;ND;ND;ND;ND;ND
41889,75;25,9;ND;ND;ND;ND;ND
41889,79167;26,2;ND;ND;ND;ND;ND
41889,83333;20,1;ND;ND;ND;ND;ND
41889,875;19,7;ND;ND;ND;ND;ND
41889,91667;46,2;ND;ND;ND;ND;ND
41889,95833;56,5;ND;ND;ND;ND;ND
41919;68,9;ND;ND;ND;ND;ND
41919,04167;49,8;ND;ND;ND;ND;ND
41919,08333;34,5;ND;ND;ND;ND;ND
41919,125;34,4;ND;ND;ND;ND;ND
41919,16667;25,6;ND;ND;ND;ND;ND
41919,20833;30,7;ND;ND;ND;ND;ND
41919,25;25;ND;ND;ND;ND;ND
41919,29167;39,9;ND;ND;ND;ND;ND
41919,33333;39,9;ND;ND;ND;ND;ND
41919,375;92,3;ND;ND;ND;ND;ND
41919,41667;120,9;ND;ND;ND;ND;ND
41919,45833;69,9;ND;ND;ND;ND;ND
41919,5;64,3;ND;ND;ND;ND;ND
41919,54167;64,3;ND;ND;ND;ND;ND
41919,58333;58,8;ND;ND;ND;ND;ND
41919,625;48,2;ND;ND;ND;ND;ND
41919,66667;41,7;ND;ND;ND;ND;ND
41919,70833;66,6;ND;ND;ND;ND;ND
41919,75;24,9;ND;ND;ND;ND;ND
41919,79167;25,4;ND;ND;ND;ND;ND
41919,83333;21,9;ND;ND;ND;ND;ND
41919,875;31,5;ND;ND;ND;ND;ND
41919,91667;49;ND;ND;ND;ND;ND
41919,95833;80,3;ND;ND;ND;ND;ND
41950;27,2;ND;ND;ND;ND;ND
41950,04167;55,4;ND;ND;ND;ND;ND
41950,08333;46,7;ND;ND;ND;ND;ND
41950,125;39,6;ND;ND;ND;ND;ND
41950,16667;27,9;ND;ND;ND;ND;ND
41950,20833;28,2;ND;ND;ND;ND;ND
41950,25;34,9;ND;ND;ND;ND;ND
41950,29167;39,6;ND;ND;ND;ND;ND
41950,33333;51,7;ND;ND;ND;ND;ND
41950,375;59,4;ND;ND;ND;ND;ND
41950,41667;53,4;ND;ND;ND;ND;ND
41950,45833;61,5;ND;ND;ND;ND;ND
41950,5;52,8;ND;ND;ND;ND;ND
41950,54167;50,2;ND;ND;ND;ND;ND
41950,58333;74,6;ND;ND;ND;ND;ND
41950,625;68,9;ND;ND;ND;ND;ND
41950,66667;41,3;ND;ND;ND;ND;ND
41950,70833;59,2;ND;ND;ND;ND;ND
41950,75;81,6;ND;ND;ND;ND;ND
41950,79167;93;ND;ND;ND;ND;ND
41950,83333;93;ND;ND;ND;ND;ND
41950,875;47,4;ND;ND;ND;ND;ND
41950,91667;73,8;ND;ND;ND;ND;ND
41950,95833;39,5;ND;ND;ND;ND;ND
41980;44,3;ND;ND;ND;ND;ND
41980,04167;19,6;ND;ND;ND;ND;ND
41980,08333;35,3;ND;ND;ND;ND;ND
41980,125;28,1;ND;ND;ND;ND;ND
41980,16667;24,5;ND;ND;ND;ND;ND
41980,20833;19,9;ND;ND;ND;ND;ND
41980,25;16,8;ND;ND;ND;ND;ND
41980,29167;22,4;ND;ND;ND;ND;ND
41980,33333;55,9;ND;ND;ND;ND;ND
41980,375;56;ND;ND;ND;ND;ND
41980,41667;64,6;ND;ND;ND;ND;ND
41980,45833;37,7;ND;ND;ND;ND;ND
41980,5;32,1;ND;ND;ND;ND;ND
41980,54167;39,9;ND;ND;ND;ND;ND
41980,58333;44;ND;ND;ND;ND;ND
41980,625;44;ND;ND;ND;ND;ND
41980,66667;30,4;ND;ND;ND;ND;ND
41980,70833;34,3;ND;ND;ND;ND;ND
41980,75;58,6;ND;ND;ND;ND;ND
41980,79167;36,9;ND;ND;ND;ND;ND
41980,83333;35,9;ND;ND;ND;ND;ND
41980,875;42,3;ND;ND;ND;ND;ND
41980,91667;40,9;ND;ND;ND;ND;ND
41980,95833;42,1;ND;ND;ND;ND;ND
07/13/2014 00:00;27,4;ND;ND;ND;ND;ND
07/13/2014 01:00;50,9;ND;ND;ND;ND;ND
07/13/2014 02:00;31,1;ND;ND;ND;ND;ND
07/13/2014 03:00;21,5;ND;ND;ND;ND;ND
07/13/2014 04:00;24,2;ND;ND;ND;ND;ND
07/13/2014 05:00;23;ND;ND;ND;ND;ND
07/13/2014 06:00;21;ND;ND;ND;ND;ND
07/13/2014 07:00;19,3;ND;ND;ND;ND;ND
07/13/2014 08:00;20,8;ND;ND;ND;ND;ND
07/13/2014 09:00;37;ND;ND;ND;ND;ND
07/13/2014 10:00;46,2;ND;ND;ND;ND;ND
07/13/2014 11:00;19,8;ND;ND;ND;ND;ND
07/13/2014 12:00;27,5;ND;ND;ND;ND;ND
07/13/2014 13:00;30;ND;ND;ND;ND;ND
07/13/2014 14:00;38,1;ND;ND;ND;ND;ND
07/13/2014 15:00;32,8;ND;ND;ND;ND;ND
07/13/2014 16:00;32,8;ND;ND;ND;ND;ND
07/13/2014 17:00;31,5;ND;ND;ND;ND;ND
07/13/2014 18:00;50,8;ND;ND;ND;ND;ND
07/13/2014 19:00;45,6;ND;ND;ND;ND;ND
07/13/2014 20:00;44,7;ND;ND;ND;ND;ND
07/13/2014 21:00;43,8;ND;ND;ND;ND;ND
07/13/2014 22:00;66,2;ND;ND;ND;ND;ND
07/13/2014 23:00;36,2;ND;ND;ND;ND;ND
07/14/2014 00:00;26;ND;ND;ND;ND;ND
07/14/2014 01:00;29,5;ND;ND;ND;ND;ND
07/14/2014 02:00;43,5;ND;ND;ND;ND;ND
07/14/2014 03:00;33,5;ND;ND;ND;ND;ND
07/14/2014 04:00;28,1;ND;ND;ND;ND;ND
07/14/2014 05:00;26,1;ND;ND;ND;ND;ND
07/14/2014 06:00;31,4;ND;ND;ND;ND;ND
07/14/2014 07:00;36,1;ND;ND;ND;ND;ND
07/14/2014 08:00;59,6;ND;ND;ND;ND;ND
07/14/2014 09:00;70,2;ND;ND;ND;ND;ND
07/14/2014 10:00;47,8;ND;ND;ND;ND;ND
07/14/2014 11:00;52,3;ND;ND;ND;ND;ND
07/14/2014 12:00;35,5;ND;ND;ND;ND;ND
07/14/2014 13:00;33,2;ND;ND;ND;ND;ND
07/14/2014 14:00;42;ND;ND;ND;ND;ND
07/14/2014 15:00;43,3;ND;ND;ND;ND;ND
07/14/2014 16:00;54,7;ND;ND;ND;ND;ND
07/14/2014 17:00;64,3;ND;ND;ND;ND;ND
07/14/2014 18:00;21,1;ND;ND;ND;ND;ND
07/14/2014 19:00;21,8;ND;ND;ND;ND;ND
07/14/2014 20:00;31,7;ND;ND;ND;ND;ND
07/14/2014 21:00;20,4;ND;ND;ND;ND;ND
07/14/2014 22:00;38,6;ND;ND;ND;ND;ND
07/14/2014 23:00;29,8;ND;ND;ND;ND;ND
07/15/2014 00:00;41,6;ND;ND;ND;ND;ND
07/15/2014 01:00;35,9;ND;ND;ND;ND;ND
07/15/2014 02:00;27,6;ND;ND;ND;ND;ND
07/15/2014 03:00;27,1;ND;ND;ND;ND;ND
07/15/2014 04:00;31,8;ND;ND;ND;ND;ND
07/15/2014 05:00;27,5;ND;ND;ND;ND;ND
07/15/2014 06:00;41,2;ND;ND;ND;ND;ND
07/15/2014 07:00;48,6;ND;ND;ND;ND;ND
07/15/2014 08:00;38,6;ND;ND;ND;ND;ND
07/15/2014 09:00;77,4;ND;ND;ND;ND;ND
07/15/2014 10:00;33,3;ND;ND;ND;ND;ND
07/15/2014 11:00;45,1;ND;ND;ND;ND;ND
07/15/2014 12:00;42,7;ND;ND;ND;ND;ND
07/15/2014 13:00;46,5;ND;ND;ND;ND;ND
07/15/2014 14:00;53,1;ND;ND;ND;ND;ND
07/15/2014 15:00;68,7;ND;ND;ND;ND;ND
07/15/2014 16:00;85,6;ND;ND;ND;ND;ND
07/15/2014 17:00;41,7;ND;ND;ND;ND;ND
07/15/2014 18:00;19,7;ND;ND;ND;ND;ND
07/15/2014 19:00;20,5;ND;ND;ND;ND;ND
07/15/2014 20:00;22,2;ND;ND;ND;ND;ND
07/15/2014 21:00;49,1;ND;ND;ND;ND;ND
07/15/2014 22:00;20,5;ND;ND;ND;ND;ND
07/15/2014 23:00;11,3;ND;ND;ND;ND;ND
07/16/2014 00:00;22,8;ND;ND;ND;ND;ND
07/16/2014 01:00;41,1;ND;ND;ND;ND;ND
07/16/2014 02:00;43,9;ND;ND;ND;ND;ND
07/16/2014 03:00;46,4;ND;ND;ND;ND;ND
07/16/2014 04:00;32,3;ND;ND;ND;ND;ND
07/16/2014 05:00;31,5;ND;ND;ND;ND;ND
07/16/2014 06:00;34,9;ND;ND;ND;ND;ND
07/16/2014 07:00;45,5;ND;ND;ND;ND;ND
07/16/2014 08:00;62;ND;ND;ND;ND;ND
07/16/2014 09:00;64,9;ND;ND;ND;ND;ND
07/16/2014 10:00;88,5;ND;ND;ND;ND;ND
07/16/2014 11:00;90,8;ND;ND;ND;ND;ND
07/16/2014 12:00;68,1;ND;ND;ND;ND;ND
07/16/2014 13:00;68,1;ND;ND;ND;ND;ND
07/16/2014 14:00;71,3;ND;ND;ND;ND;ND
07/16/2014 15:00;71,7;ND;ND;ND;ND;ND
07/16/2014 16:00;74,3;ND;ND;ND;ND;ND
07/16/2014 17:00;59,3;ND;ND;ND;ND;ND
07/16/2014 18:00;21,2;ND;ND;ND;ND;ND
07/16/2014 19:00;16,6;ND;ND;ND;ND;ND
07/16/2014 20:00;17;ND;ND;ND;ND;ND
07/16/2014 21:00;15,8;ND;ND;ND;ND;ND
07/16/2014 22:00;23,9;ND;ND;ND;ND;ND
07/16/2014 23:00;27,6;ND;ND;ND;ND;ND
07/17/2014 00:00;42,2;ND;ND;ND;ND;ND
07/17/2014 01:00;33,2;ND;ND;ND;ND;ND
07/17/2014 02:00;41,3;ND;ND;ND;ND;ND
07/17/2014 03:00;39,7;ND;ND;ND;ND;ND
07/17/2014 04:00;39,1;ND;ND;ND;ND;ND
07/17/2014 05:00;38,4;ND;ND;ND;ND;ND
07/17/2014 06:00;46,5;ND;ND;ND;ND;ND
07/17/2014 07:00;39,8;ND;ND;ND;ND;ND
07/17/2014 08:00;46,5;ND;ND;ND;ND;ND
07/17/2014 09:00;82,1;ND;ND;ND;ND;ND
07/17/2014 10:00;61,6;ND;ND;ND;ND;ND
07/17/2014 11:00;94,3;ND;ND;ND;ND;ND
07/17/2014 12:00;97,9;ND;ND;ND;ND;ND
07/17/2014 13:00;66;ND;ND;ND;ND;ND
07/17/2014 14:00;65;ND;ND;ND;ND;ND
07/17/2014 15:00;62,1;ND;ND;ND;ND;ND
07/17/2014 16:00;52,6;ND;ND;ND;ND;ND
07/17/2014 17:00;26,2;ND;ND;ND;ND;ND
07/17/2014 18:00;23,6;ND;ND;ND;ND;ND
07/17/2014 19:00;20,4;ND;ND;ND;ND;ND
07/17/2014 20:00;14,4;ND;ND;ND;ND;ND
07/17/2014 21:00;18,9;ND;ND;ND;ND;ND
07/17/2014 22:00;38,1;ND;ND;ND;ND;ND
07/17/2014 23:00;30,3;ND;ND;ND;ND;ND
07/18/2014 00:00;59,4;ND;ND;ND;ND;ND
07/18/2014 01:00;51,8;ND;ND;ND;ND;ND
07/18/2014 02:00;67;ND;ND;ND;ND;ND
07/18/2014 03:00;40,8;ND;ND;ND;ND;ND
07/18/2014 04:00;49,4;ND;ND;ND;ND;ND
07/18/2014 05:00;44,2;ND;ND;ND;ND;ND
07/18/2014 06:00;29,4;ND;ND;ND;ND;ND
07/18/2014 07:00;36,1;ND;ND;ND;ND;ND
07/18/2014 08:00;80,2;ND;ND;ND;ND;ND
07/18/2014 09:00;74,9;ND;ND;ND;ND;ND
07/18/2014 10:00;49,8;ND;ND;ND;ND;ND
07/18/2014 11:00;35,8;ND;ND;ND;ND;ND
07/18/2014 12:00;41,5;ND;ND;ND;ND;ND
07/18/2014 13:00;35,4;ND;ND;ND;ND;ND
07/18/2014 14:00;29,5;ND;ND;ND;ND;ND
07/18/2014 15:00;2,5;ND;ND;ND;ND;ND
07/18/2014 16:00;11;ND;ND;ND;ND;ND
07/18/2014 17:00;53,2;ND;ND;ND;ND;ND
07/18/2014 18:00;36,1;ND;ND;ND;ND;ND
07/18/2014 19:00;25,9;ND;ND;ND;ND;ND
07/18/2014 20:00;26,1;ND;ND;ND;ND;ND
07/18/2014 21:00;19,5;ND;ND;ND;ND;ND
07/18/2014 22:00;22,7;ND;ND;ND;ND;ND
07/18/2014 23:00;33,6;ND;ND;ND;ND;ND
07/19/2014 00:00;43,8;ND;ND;ND;ND;ND
07/19/2014 01:00;79,6;ND;ND;ND;ND;ND
07/19/2014 02:00;46,1;ND;ND;ND;ND;ND
07/19/2014 03:00;32,6;ND;ND;ND;ND;ND
07/19/2014 04:00;26;ND;ND;ND;ND;ND
07/19/2014 05:00;51,4;ND;ND;ND;ND;ND
07/19/2014 06:00;29,9;ND;ND;ND;ND;ND
